interaction_id,user_id,search_category,recommended_platform,chosen_platform,recommended_price,chosen_price,delivery_time,coupon_used,cashback_used,user_clicked_recommendation,booking_completed,savings_amount,user_rating,timestamp
INT008198,USER00551,Food,Zomato,Zomato,339.95,339.95,0.65,No,No,Yes,Yes,16.08,5,2026-05-07 16:59:44
INT008199,USER02022,Medicine,Netmeds,Apollo,139.24,151.82,3.6,No,No,No,Yes,0.0,4,2026-07-27 04:36:26
INT008200,USER00902,Food,Swiggy,Swiggy,384.89,384.89,0.65,Yes,No,Yes,Yes,67.24,4,2026-05-24 15:38:31
INT008201,USER00015,Medicine,Netmeds,Netmeds,104.78,104.78,18.3,No,No,Yes,Yes,40.6,5,2026-06-29 02:33:55
INT008202,USER00805,Ride,Ola,Ola,249.39,249.39,0.1,Yes,No,Yes,Yes,119.27,4,2026-02-09 23:16:36
INT008203,USER02139,Medicine,Apollo,Apollo,115.88,115.88,1.1,No,No,Yes,Yes,16.47,5,2026-04-26 22:43:27
INT008204,USER00513,Food,Swiggy,Swiggy,236.97,236.97,0.43,No,No,Yes,Yes,59.38,5,2026-02-17 17:04:07
INT008205,USER00007,Ride,Rapido,Rapido,236.09,236.09,0.02,Yes,No,Yes,No,257.02,2,2026-02-19 19:35:18
INT008206,USER00161,Food,Zomato,Zomato,321.13,321.13,0.53,Yes,No,Yes,Yes,29.57,4,2026-03-18 22:16:45
INT008207,USER02402,Ride,Ola,Ola,213.05,213.05,0.12,No,No,Yes,Yes,29.26,5,2026-04-14 19:39:23
INT008208,USER01102,Ride,Ola,Ola,200.05,200.05,0.05,Yes,No,Yes,Yes,37.43,5,2026-06-02 13:05:05
INT008209,USER00221,Shopping,Amazon,Amazon,3959.56,3959.56,24.0,No,No,Yes,Yes,3688.32,5,2026-05-28 22:04:57
INT008210,USER00004,Medicine,Apollo,Apollo,24.14,24.14,12.4,No,No,Yes,Yes,0.0,5,2026-04-18 19:16:52
INT008211,USER00051,Ride,Uber,Ola,180.11,223.6,0.22,Yes,No,Yes,Yes,0.0,4,2026-05-29 05:42:55
INT008212,USER00002,Shopping,Amazon,Amazon,2248.04,2248.04,96.0,Yes,Yes,Yes,Yes,1785.31,5,2026-07-04 07:47:56
INT008213,USER01574,Shopping,Amazon,Amazon,12097.97,12097.97,24.0,Yes,No,Yes,Yes,1150.2,5,2026-06-20 19:00:37
INT008214,USER01232,Shopping,Flipkart,Flipkart,1034.06,1034.06,24.0,Yes,No,Yes,Yes,586.26,5,2026-02-21 23:03:24
INT008215,USER00481,Food,Zomato,Zomato,197.34,197.34,0.53,Yes,No,Yes,Yes,27.35,4,2026-04-22 07:25:04
INT008216,USER00629,Ride,Uber,Uber,443.74,443.74,0.1,No,No,Yes,Yes,37.7,4,2026-04-26 08:01:49
INT008217,USER00328,Medicine,Netmeds,Netmeds,12.7,12.7,32.9,No,No,Yes,Yes,9.18,4,2026-07-27 08:14:01
INT008218,USER01130,Shopping,Amazon,Amazon,608.6,608.6,48.0,Yes,No,No,Yes,721.93,4,2026-05-26 23:45:49
INT008219,USER01471,Food,Zomato,Zomato,147.97,147.97,0.48,No,No,Yes,Yes,132.57,4,2026-04-16 19:13:18
INT008220,USER00041,Shopping,Flipkart,Flipkart,7765.15,7765.15,72.0,No,No,Yes,No,5195.62,4,2026-04-05 09:54:22
INT008221,USER00791,Food,Swiggy,Swiggy,212.1,212.1,0.68,No,No,Yes,Yes,43.63,4,2026-04-16 01:32:55
INT008222,USER00160,Medicine,Apollo,Apollo,77.76,77.76,16.6,No,Yes,Yes,Yes,55.41,4,2026-02-18 00:46:47
INT008223,USER01013,Ride,Ola,Ola,231.52,231.52,0.02,Yes,Yes,Yes,Yes,63.71,4,2026-07-14 17:46:28
INT008224,USER00442,Medicine,Netmeds,Netmeds,122.96,122.96,23.6,No,No,No,Yes,76.99,5,2026-03-05 17:02:19
INT008225,USER02341,Ride,Ola,Ola,392.76,392.76,0.02,No,No,Yes,Yes,191.07,5,2026-05-25 01:52:51
INT008226,USER00096,Food,Zomato,Zomato,104.83,104.83,0.52,No,No,Yes,No,30.75,1,2026-04-11 10:02:07
INT008227,USER02990,Food,Swiggy,Swiggy,156.56,156.56,0.52,No,No,No,Yes,84.39,4,2026-04-13 19:58:27
INT008228,USER00276,Medicine,Netmeds,Netmeds,31.04,31.04,28.4,No,No,Yes,No,6.97,3,2026-05-22 10:34:11
INT008229,USER00371,Ride,Rapido,Ola,109.61,141.2,0.1,Yes,No,Yes,Yes,0.0,4,2026-06-28 13:18:38
INT008230,USER00007,Ride,Ola,Uber,153.31,255.28,0.13,No,Yes,No,Yes,0.0,3,2026-06-19 12:31:09
INT008231,USER01886,Medicine,Apollo,Apollo,126.62,126.62,11.8,No,No,No,Yes,0.0,5,2026-07-24 11:54:52
INT008232,USER01079,Shopping,Amazon,Amazon,118856.07,118856.07,72.0,No,No,No,Yes,22972.1,4,2026-06-06 06:15:34
INT008233,USER00119,Food,Zomato,Swiggy,376.39,421.72,0.48,No,No,No,Yes,0.0,4,2026-04-29 21:48:27
INT008234,USER00472,Food,Zomato,Swiggy,150.18,200.58,0.48,Yes,No,No,Yes,0.0,4,2026-06-17 22:23:05
INT008235,USER00006,Shopping,Flipkart,Flipkart,8395.3,8395.3,48.0,No,Yes,Yes,Yes,3759.27,5,2026-02-09 11:35:34
INT008236,USER00522,Food,Swiggy,Swiggy,408.34,408.34,0.6,Yes,No,Yes,Yes,68.28,5,2026-06-22 04:17:11
INT008237,USER00022,Food,Swiggy,Zomato,302.37,354.97,0.5,No,No,No,Yes,0.0,4,2026-04-26 20:46:30
INT008238,USER01874,Food,Swiggy,Swiggy,123.02,123.02,0.37,No,No,Yes,Yes,6.97,5,2026-07-23 05:31:12
INT008239,USER00976,Shopping,Amazon,Amazon,2749.73,2749.73,48.0,No,Yes,Yes,Yes,1374.25,5,2026-02-10 05:51:07
INT008240,USER00124,Food,Zomato,Zomato,213.73,213.73,0.53,No,No,Yes,Yes,83.22,5,2026-02-25 15:17:26
INT008241,USER01659,Ride,Ola,Ola,133.49,133.49,0.02,No,No,Yes,Yes,85.86,4,2026-05-20 01:07:54
INT008242,USER01485,Food,Zomato,Zomato,300.76,300.76,0.5,No,No,No,Yes,104.37,5,2026-02-16 11:25:16
INT008243,USER01267,Ride,Rapido,Rapido,676.64,676.64,0.18,Yes,No,Yes,Yes,164.05,4,2026-06-15 05:52:15
INT008244,USER00763,Shopping,Flipkart,Ajio,5249.26,7889.74,48.0,No,No,No,Yes,0.0,4,2026-04-18 07:55:38
INT008245,USER00396,Shopping,Flipkart,Ajio,5545.75,6148.7,24.0,No,No,No,Yes,0.0,4,2026-07-05 21:46:58
INT008246,USER00246,Food,Swiggy,Swiggy,104.58,104.58,0.57,No,No,Yes,Yes,11.01,5,2026-05-10 04:26:17
INT008247,USER00150,Medicine,PharmEasy,PharmEasy,24.89,24.89,24.1,No,No,Yes,No,0.0,1,2026-02-07 14:55:33
INT008248,USER02342,Ride,Ola,Rapido,484.51,484.74,0.2,No,No,No,Yes,0.0,4,2026-05-22 14:48:09
INT008249,USER00178,Shopping,Amazon,Amazon,9474.28,9474.28,24.0,Yes,No,Yes,Yes,2627.93,5,2026-06-03 12:35:24
INT008250,USER01498,Ride,Ola,Ola,459.99,459.99,0.02,No,No,Yes,Yes,155.14,4,2026-05-15 18:47:47
INT008251,USER00319,Food,Zomato,Zomato,224.73,224.73,0.47,No,No,Yes,Yes,33.18,5,2026-07-05 09:43:16
INT008252,USER00012,Shopping,Flipkart,Flipkart,133229.99,133229.99,96.0,Yes,No,Yes,Yes,7102.42,5,2026-06-11 15:27:22
INT008253,USER00052,Ride,Ola,Ola,592.07,592.07,0.07,No,No,No,Yes,12.69,5,2026-04-23 09:16:29
INT008254,USER00715,Shopping,Flipkart,Amazon,2697.33,2985.09,96.0,No,No,Yes,Yes,1744.7,5,2026-02-01 01:17:22
INT008255,USER00224,Shopping,Ajio,Ajio,2380.68,2380.68,72.0,No,No,Yes,Yes,351.61,4,2026-05-01 08:24:36
INT008256,USER00075,Food,Zomato,Zomato,238.17,238.17,0.42,Yes,No,No,No,121.79,3,2026-05-19 02:44:02
INT008257,USER01493,Food,Zomato,Swiggy,238.0,260.79,0.62,No,No,Yes,Yes,0.0,3,2026-06-30 03:47:20
INT008258,USER01342,Medicine,Apollo,Apollo,241.55,241.55,17.6,No,No,Yes,No,207.61,4,2026-03-08 01:37:50
INT008259,USER00681,Shopping,Amazon,Amazon,108585.8,108585.8,72.0,No,No,Yes,No,0.0,5,2026-05-29 06:43:46
INT008260,USER00618,Shopping,Amazon,Amazon,36150.62,36150.62,24.0,No,No,Yes,Yes,0.0,4,2026-03-31 08:03:42
INT008261,USER00933,Ride,Rapido,Rapido,190.77,190.77,0.02,Yes,No,Yes,No,74.19,2,2026-03-25 12:16:57
INT008262,USER00916,Medicine,Netmeds,Netmeds,67.63,67.63,44.2,No,Yes,No,Yes,32.35,5,2026-06-15 04:56:23
INT008263,USER02148,Shopping,Amazon,Amazon,9981.6,9981.6,48.0,No,No,Yes,Yes,4143.11,4,2026-04-23 18:27:16
INT008264,USER02016,Medicine,Apollo,Apollo,70.33,70.33,19.4,No,No,Yes,Yes,35.69,5,2026-05-23 00:57:59
INT008265,USER01212,Medicine,Apollo,Netmeds,41.88,38.74,45.8,Yes,Yes,Yes,Yes,3.14,4,2026-03-05 15:10:10
INT008266,USER02421,Food,Swiggy,Swiggy,342.29,342.29,0.47,No,No,Yes,Yes,0.0,4,2026-03-13 09:12:22
INT008267,USER01015,Shopping,Flipkart,Flipkart,75213.54,75213.54,288.0,No,No,Yes,Yes,29234.78,5,2026-03-26 03:41:00
INT008268,USER00036,Shopping,Flipkart,Flipkart,1217.54,1217.54,72.0,No,No,No,Yes,1162.02,3,2026-03-09 04:03:56
INT008269,USER00258,Medicine,Apollo,Apollo,81.83,81.83,10.3,No,No,No,Yes,18.92,5,2026-07-16 09:17:00
INT008270,USER02863,Ride,Uber,Uber,820.72,820.72,0.12,Yes,No,Yes,Yes,39.18,5,2026-03-16 05:04:44
INT008271,USER00250,Shopping,Flipkart,Flipkart,52938.22,52938.22,48.0,Yes,No,Yes,Yes,75104.85,5,2026-04-15 09:51:46
INT008272,USER01782,Ride,Rapido,Rapido,111.4,111.4,0.03,No,No,Yes,No,50.57,3,2026-07-19 12:34:24
INT008273,USER01546,Shopping,Ajio,Ajio,1259.93,1259.93,24.0,No,No,No,Yes,617.61,4,2026-05-16 07:11:41
INT008274,USER00114,Medicine,Apollo,Apollo,48.04,48.04,17.9,No,No,No,Yes,0.0,3,2026-03-25 01:59:15
INT008275,USER01223,Shopping,Flipkart,Flipkart,8980.31,8980.31,24.0,Yes,No,Yes,Yes,250.09,5,2026-05-15 03:08:24
INT008276,USER01648,Medicine,Apollo,Apollo,40.42,40.42,6.8,No,No,Yes,Yes,0.0,4,2026-04-28 13:11:17
INT008277,USER02958,Medicine,Apollo,Apollo,93.85,93.85,24.9,Yes,No,Yes,Yes,34.58,4,2026-03-24 11:40:49
INT008278,USER02192,Ride,Uber,Uber,155.8,155.8,0.1,No,No,No,Yes,2.0,5,2026-03-13 15:58:01
INT008279,USER00075,Medicine,Apollo,Apollo,92.14,92.14,10.0,No,Yes,Yes,Yes,0.0,4,2026-04-26 16:11:38
INT008280,USER00024,Food,Swiggy,Swiggy,229.43,229.43,0.45,Yes,No,Yes,Yes,178.65,5,2026-02-10 07:27:25
INT008281,USER00178,Medicine,Netmeds,Netmeds,98.67,98.67,19.2,No,No,Yes,No,2.57,4,2026-07-29 22:36:05
INT008282,USER02411,Medicine,Apollo,Apollo,93.72,93.72,7.1,No,No,No,Yes,0.0,5,2026-05-17 02:30:35
INT008283,USER01470,Shopping,Amazon,Amazon,8137.72,8137.72,72.0,No,Yes,Yes,Yes,5885.48,4,2026-02-04 14:31:05
INT008284,USER00194,Food,Zomato,Zomato,194.3,194.3,0.63,No,No,Yes,No,28.81,3,2026-02-08 19:03:40
INT008285,USER02086,Medicine,Apollo,Apollo,121.04,121.04,14.0,No,No,Yes,Yes,7.06,5,2026-02-07 07:43:52
INT008286,USER00086,Ride,Rapido,Rapido,531.53,531.53,0.12,Yes,No,No,Yes,217.9,4,2026-07-27 04:30:37
INT008287,USER00887,Medicine,Netmeds,Netmeds,278.33,278.33,25.2,No,No,Yes,Yes,99.36,4,2026-07-24 19:49:45
INT008288,USER02446,Ride,Uber,Uber,171.39,171.39,0.13,No,No,Yes,Yes,65.25,4,2026-02-22 04:34:55
INT008289,USER00015,Ride,Rapido,Rapido,184.16,184.16,0.13,No,Yes,Yes,No,1.72,1,2026-06-09 10:27:41
INT008290,USER01112,Ride,Rapido,Uber,124.42,168.7,0.07,No,Yes,Yes,Yes,0.0,5,2026-05-03 04:44:51
INT008291,USER01403,Ride,Ola,Ola,441.23,441.23,0.12,Yes,No,No,Yes,308.2,3,2026-05-17 10:50:11
INT008292,USER00771,Shopping,Ajio,Ajio,650.83,650.83,48.0,No,No,Yes,Yes,655.41,4,2026-06-17 05:17:13
INT008293,USER01521,Food,Zomato,Zomato,206.3,206.3,0.55,No,Yes,No,Yes,56.85,4,2026-06-21 08:48:10
INT008294,USER00006,Food,Swiggy,Swiggy,250.28,250.28,0.63,No,Yes,Yes,Yes,255.79,5,2026-03-26 06:22:38
INT008295,USER01279,Shopping,Flipkart,Flipkart,1604.96,1604.96,72.0,Yes,No,Yes,Yes,2084.84,3,2026-04-13 04:32:40
INT008296,USER01366,Medicine,Apollo,Apollo,86.99,86.99,8.9,No,No,Yes,Yes,0.28,4,2026-03-26 14:31:03
INT008297,USER01009,Shopping,Flipkart,Amazon,18359.3,25872.44,72.0,No,Yes,Yes,Yes,0.0,4,2026-07-31 20:36:37
INT008298,USER00043,Food,Swiggy,Swiggy,80.38,80.38,0.52,Yes,No,Yes,Yes,36.66,5,2026-05-25 13:51:34
INT008299,USER00980,Shopping,Flipkart,Amazon,29577.73,15354.19,96.0,No,No,No,Yes,14223.54,4,2026-05-25 08:25:04
INT008300,USER00020,Medicine,Netmeds,Netmeds,117.29,117.29,29.7,No,No,Yes,Yes,60.87,5,2026-04-16 01:31:34
INT008301,USER00090,Food,Swiggy,Swiggy,157.24,157.24,0.48,Yes,No,No,Yes,43.17,5,2026-05-10 20:18:00
INT008302,USER00450,Ride,Rapido,Rapido,431.75,431.75,0.12,No,No,No,No,222.15,2,2026-07-09 07:10:05
INT008303,USER02721,Food,Zomato,Zomato,243.96,243.96,0.68,No,Yes,No,Yes,43.1,3,2026-05-26 22:28:58
INT008304,USER01620,Shopping,Amazon,Amazon,1225.76,1225.76,168.0,Yes,No,Yes,Yes,1182.14,4,2026-03-02 12:15:57
INT008305,USER00453,Medicine,Apollo,Apollo,129.15,129.15,2.0,No,No,Yes,Yes,0.0,5,2026-06-15 01:36:58
INT008306,USER00498,Shopping,Amazon,Amazon,293.73,293.73,24.0,No,No,Yes,Yes,222.63,4,2026-02-17 18:17:43
INT008307,USER02168,Food,Zomato,Zomato,234.67,234.67,0.65,Yes,No,Yes,Yes,13.96,4,2026-07-01 00:50:24
INT008308,USER00334,Food,Swiggy,Swiggy,266.12,266.12,0.43,Yes,No,No,Yes,34.37,3,2026-03-12 02:02:09
INT008309,USER00028,Ride,Ola,Ola,223.41,223.41,0.1,Yes,No,Yes,Yes,1.59,5,2026-02-23 19:30:51
INT008310,USER00027,Shopping,Amazon,Amazon,118856.07,118856.07,72.0,No,No,Yes,Yes,2221.89,5,2026-03-25 16:17:16
INT008311,USER00946,Shopping,Ajio,Ajio,2203.1,2203.1,24.0,Yes,No,Yes,Yes,597.17,5,2026-07-18 03:35:23
INT008312,USER00369,Food,Swiggy,Swiggy,133.68,133.68,0.45,No,No,Yes,Yes,34.01,4,2026-04-09 00:18:49
INT008313,USER00014,Shopping,Flipkart,Ajio,2374.91,1408.94,24.0,No,No,No,Yes,1218.78,5,2026-03-17 06:05:43
INT008314,USER00643,Food,Zomato,Zomato,115.43,115.43,0.47,No,Yes,Yes,No,12.18,2,2026-07-20 01:00:37
INT008315,USER02661,Food,Swiggy,Swiggy,312.99,312.99,0.67,No,Yes,Yes,Yes,26.25,5,2026-07-18 06:17:08
INT008316,USER00856,Ride,Ola,Ola,109.81,109.81,0.02,No,No,Yes,Yes,71.94,5,2026-04-13 16:23:13
INT008317,USER00018,Shopping,Amazon,Amazon,381.03,381.03,48.0,No,No,Yes,Yes,100.16,5,2026-06-19 05:46:18
INT008318,USER00277,Food,Swiggy,Swiggy,138.61,138.61,0.52,Yes,Yes,No,Yes,72.47,5,2026-07-04 01:39:42
INT008319,USER01016,Ride,Uber,Uber,420.79,420.79,0.02,No,No,Yes,Yes,97.31,3,2026-04-19 04:40:54
INT008320,USER00545,Shopping,Amazon,Amazon,92993.79,92993.79,96.0,No,No,Yes,Yes,29450.51,5,2026-04-22 19:06:35
INT008321,USER00662,Shopping,Flipkart,Flipkart,269.02,269.02,24.0,No,No,Yes,Yes,337.21,5,2026-04-30 17:06:49
INT008322,USER00531,Ride,Uber,Ola,91.04,92.41,0.08,No,No,No,Yes,0.0,4,2026-06-30 19:32:44
INT008323,USER02538,Shopping,Ajio,Ajio,6962.43,6962.43,48.0,No,No,Yes,Yes,1698.51,5,2026-03-28 04:49:02
INT008324,USER02100,Shopping,Amazon,Amazon,7430.13,7430.13,48.0,No,No,No,No,4484.87,5,2026-07-15 10:34:49
INT008325,USER00130,Shopping,Amazon,Amazon,915.6,915.6,24.0,No,No,Yes,No,640.78,3,2026-04-12 08:48:30
INT008326,USER00419,Ride,Ola,Ola,472.01,472.01,0.12,No,No,Yes,Yes,85.52,4,2026-02-21 18:54:58
INT008327,USER00015,Shopping,Amazon,Amazon,749.27,749.27,24.0,No,No,No,Yes,787.04,5,2026-02-04 08:03:43
INT008328,USER00043,Shopping,Amazon,Amazon,16330.94,16330.94,96.0,Yes,No,Yes,Yes,2687.3,4,2026-06-08 00:17:09
INT008329,USER01441,Food,Swiggy,Swiggy,206.39,206.39,0.5,No,Yes,Yes,Yes,32.24,5,2026-06-10 00:54:11
INT008330,USER01054,Medicine,Apollo,PharmEasy,102.03,78.35,47.1,No,No,No,Yes,23.68,4,2026-07-24 07:42:22
INT008331,USER00354,Shopping,Amazon,Amazon,52627.77,52627.77,48.0,No,Yes,Yes,Yes,5916.19,5,2026-04-01 03:31:57
INT008332,USER02134,Shopping,Amazon,Amazon,16330.94,16330.94,96.0,No,Yes,Yes,Yes,4993.22,5,2026-04-03 03:04:56
INT008333,USER00945,Shopping,Amazon,Flipkart,33920.17,31294.8,96.0,Yes,No,No,Yes,2625.37,4,2026-02-09 16:45:01
INT008334,USER00928,Food,Swiggy,Swiggy,118.02,118.02,0.23,No,Yes,Yes,Yes,81.03,4,2026-05-13 20:22:29
INT008335,USER02203,Ride,Uber,Uber,408.24,408.24,0.05,Yes,No,Yes,Yes,23.08,5,2026-04-26 00:23:16
INT008336,USER01183,Shopping,Ajio,Amazon,6237.69,6428.98,72.0,Yes,Yes,No,No,0.0,3,2026-06-15 03:29:19
INT008337,USER00531,Shopping,Amazon,Amazon,915.66,915.66,168.0,Yes,No,No,Yes,500.64,5,2026-03-16 11:19:32
INT008338,USER00072,Shopping,Amazon,Amazon,507.05,507.05,24.0,No,No,Yes,Yes,20.77,5,2026-02-12 17:04:47
INT008339,USER00882,Food,Zomato,Zomato,217.59,217.59,0.63,Yes,Yes,Yes,Yes,19.92,5,2026-02-24 17:37:10
INT008340,USER00010,Shopping,Amazon,Flipkart,20516.61,24317.82,24.0,Yes,Yes,Yes,No,0.0,3,2026-07-25 01:27:14
INT008341,USER01959,Shopping,Amazon,Amazon,5408.3,5408.3,48.0,Yes,No,Yes,Yes,2017.55,5,2026-06-25 17:03:07
INT008342,USER00621,Food,Swiggy,Swiggy,91.32,91.32,0.65,No,No,No,Yes,43.47,5,2026-03-27 13:58:01
INT008343,USER00873,Shopping,Flipkart,Flipkart,10811.9,10811.9,72.0,No,No,Yes,Yes,2443.11,5,2026-02-07 19:48:04
INT008344,USER02972,Food,Zomato,Zomato,128.7,128.7,0.6,No,No,No,No,11.5,3,2026-04-18 03:47:20
INT008345,USER00015,Shopping,Amazon,Amazon,1353.56,1353.56,48.0,Yes,No,Yes,Yes,592.01,5,2026-06-16 00:45:11
INT008346,USER01230,Shopping,Flipkart,Flipkart,95667.89,95667.89,120.0,Yes,No,Yes,No,16335.29,3,2026-05-09 03:40:26
INT008347,USER00125,Ride,Rapido,Rapido,183.43,183.43,0.1,Yes,No,Yes,Yes,58.42,4,2026-02-04 04:59:52
INT008348,USER00118,Medicine,Apollo,Apollo,178.43,178.43,1.5,No,No,Yes,Yes,0.0,5,2026-06-22 19:39:21
INT008349,USER02545,Shopping,Amazon,Flipkart,10407.07,13424.25,120.0,Yes,No,No,Yes,1521.45,5,2026-05-01 23:41:43
INT008350,USER00010,Ride,Ola,Ola,153.36,153.36,0.08,No,No,No,Yes,62.22,5,2026-07-14 06:09:54
INT008351,USER02316,Food,Zomato,Zomato,245.93,245.93,0.33,No,No,Yes,Yes,86.53,4,2026-03-24 01:16:37
INT008352,USER00014,Shopping,Amazon,Amazon,78143.78,78143.78,72.0,No,No,Yes,No,3419.84,2,2026-03-07 13:55:58
INT008353,USER01861,Ride,Rapido,Rapido,78.15,78.15,0.03,No,No,Yes,Yes,16.29,5,2026-03-31 01:45:58
INT008354,USER00087,Ride,Ola,Uber,191.04,323.8,0.18,No,No,No,Yes,0.0,3,2026-07-09 12:52:17
INT008355,USER01184,Medicine,Apollo,Apollo,21.0,21.0,31.2,No,No,Yes,Yes,1.18,5,2026-06-22 02:11:32
INT008356,USER00807,Ride,Rapido,Rapido,129.49,129.49,0.08,No,No,Yes,Yes,47.32,5,2026-03-26 20:51:22
INT008357,USER00298,Food,Zomato,Zomato,210.95,210.95,0.5,No,No,No,Yes,44.57,4,2026-06-11 22:36:17
INT008358,USER00211,Shopping,Flipkart,Flipkart,12196.27,12196.27,72.0,No,No,Yes,Yes,1890.61,5,2026-04-04 16:36:52
INT008359,USER00271,Ride,Ola,Uber,101.33,135.52,0.15,No,No,No,Yes,0.0,4,2026-03-13 00:11:47
INT008360,USER00692,Ride,Ola,Ola,498.95,498.95,0.05,No,No,Yes,Yes,154.95,5,2026-02-14 13:04:44
INT008361,USER00120,Ride,Uber,Uber,912.1,912.1,0.12,No,Yes,Yes,Yes,324.4,5,2026-06-21 04:30:12
INT008362,USER00026,Ride,Uber,Uber,194.71,194.71,0.02,No,No,No,Yes,83.91,4,2026-05-19 05:50:36
INT008363,USER00008,Ride,Uber,Uber,324.8,324.8,0.08,No,No,Yes,Yes,13.93,4,2026-04-17 11:10:14
INT008364,USER00001,Shopping,Flipkart,Flipkart,65508.67,65508.67,48.0,Yes,No,Yes,Yes,35113.66,5,2026-04-30 23:13:10
INT008365,USER01589,Ride,Rapido,Rapido,207.91,207.91,0.08,Yes,No,Yes,Yes,40.77,5,2026-04-29 01:51:32
INT008366,USER00259,Ride,Ola,Ola,1159.16,1159.16,0.13,No,No,No,Yes,21.68,5,2026-04-10 01:57:10
INT008367,USER00003,Shopping,Amazon,Amazon,26840.95,26840.95,96.0,No,Yes,Yes,Yes,9210.59,5,2026-05-13 13:28:34
INT008368,USER02610,Ride,Uber,Uber,138.53,138.53,0.02,No,Yes,Yes,No,34.51,3,2026-04-13 01:49:52
INT008369,USER00379,Shopping,Ajio,Ajio,1776.32,1776.32,120.0,No,No,Yes,Yes,1776.28,5,2026-02-19 02:13:13
INT008370,USER01853,Ride,Ola,Ola,297.35,297.35,0.13,No,No,Yes,Yes,7.9,5,2026-04-28 22:04:53
INT008371,USER01863,Food,Swiggy,Swiggy,426.12,426.12,0.45,No,No,Yes,Yes,17.56,5,2026-07-16 04:57:48
INT008372,USER00010,Food,Zomato,Zomato,236.67,236.67,0.47,No,No,Yes,Yes,0.0,5,2026-03-04 02:55:47
INT008373,USER00002,Ride,Ola,Ola,350.99,350.99,0.08,Yes,No,No,Yes,124.19,5,2026-06-20 02:10:43
INT008374,USER00314,Shopping,Flipkart,Flipkart,19935.28,19935.28,72.0,Yes,No,Yes,Yes,2177.42,3,2026-03-24 21:27:50
INT008375,USER00757,Food,Zomato,Swiggy,226.26,311.87,0.47,Yes,No,No,No,0.0,2,2026-02-27 13:33:24
INT008376,USER00098,Medicine,Apollo,Apollo,83.31,83.31,21.1,No,No,Yes,Yes,74.14,4,2026-04-06 19:49:30
INT008377,USER00162,Food,Zomato,Zomato,202.91,202.91,0.75,No,No,Yes,No,70.39,2,2026-07-25 08:23:40
INT008378,USER00045,Medicine,Netmeds,Netmeds,96.32,96.32,21.8,Yes,No,No,Yes,95.65,4,2026-05-13 06:40:12
INT008379,USER01349,Shopping,Amazon,Amazon,6082.38,6082.38,72.0,Yes,No,No,Yes,733.04,4,2026-05-15 19:16:49
INT008380,USER00283,Shopping,Flipkart,Flipkart,3330.53,3330.53,24.0,No,Yes,Yes,Yes,1556.74,4,2026-02-03 15:09:38
INT008381,USER00906,Ride,Ola,Ola,110.61,110.61,0.07,Yes,No,Yes,Yes,81.26,5,2026-03-07 22:27:17
INT008382,USER02556,Shopping,Amazon,Amazon,2564.69,2564.69,72.0,No,Yes,No,Yes,1439.92,5,2026-02-13 09:57:17
INT008383,USER00351,Shopping,Amazon,Amazon,5163.56,5163.56,24.0,No,No,No,Yes,1067.45,4,2026-05-21 11:37:50
INT008384,USER00751,Ride,Rapido,Rapido,171.93,171.93,0.13,No,No,Yes,Yes,142.15,4,2026-07-12 15:05:30
INT008385,USER00141,Food,Zomato,Zomato,196.95,196.95,0.68,No,No,Yes,Yes,113.73,5,2026-05-27 02:13:09
INT008386,USER00604,Food,Swiggy,Swiggy,270.57,270.57,0.52,Yes,No,Yes,Yes,152.2,5,2026-02-09 19:31:39
INT008387,USER00002,Ride,Ola,Ola,454.43,454.43,0.12,No,No,Yes,Yes,100.92,5,2026-05-30 13:45:54
INT008388,USER02545,Ride,Ola,Ola,252.54,252.54,0.03,Yes,No,Yes,Yes,127.03,4,2026-06-17 19:34:41
INT008389,USER01519,Food,Zomato,Zomato,115.09,115.09,0.68,No,No,Yes,Yes,28.33,5,2026-03-25 00:57:06
INT008390,USER00984,Food,Zomato,Zomato,138.43,138.43,0.85,Yes,Yes,Yes,Yes,55.74,4,2026-04-04 13:49:34
INT008391,USER00003,Ride,Ola,Ola,160.84,160.84,0.1,No,No,No,Yes,39.23,5,2026-07-29 08:12:56
INT008392,USER01453,Ride,Ola,Ola,325.33,325.33,0.2,No,No,Yes,Yes,24.98,4,2026-02-15 08:37:59
INT008393,USER00003,Shopping,Ajio,Ajio,8240.14,8240.14,48.0,No,No,No,Yes,2707.93,5,2026-03-04 00:04:20
INT008394,USER00073,Medicine,PharmEasy,PharmEasy,74.94,74.94,32.2,No,No,Yes,Yes,43.39,5,2026-02-16 22:29:34
INT008395,USER00003,Medicine,Apollo,Apollo,78.23,78.23,21.7,Yes,No,Yes,Yes,0.0,4,2026-02-24 04:38:37
INT008396,USER02721,Food,Swiggy,Swiggy,126.7,126.7,0.25,Yes,No,Yes,Yes,50.01,4,2026-02-01 04:59:20
INT008397,USER00092,Shopping,Flipkart,Flipkart,5061.08,5061.08,48.0,Yes,Yes,Yes,Yes,4218.95,3,2026-03-17 11:57:59
INT008398,USER00301,Food,Zomato,Zomato,82.12,82.12,0.35,No,No,Yes,Yes,49.65,5,2026-07-02 11:44:25
INT008399,USER00058,Medicine,Apollo,Apollo,28.5,28.5,16.5,No,No,Yes,No,0.0,2,2026-03-01 16:51:30
INT008400,USER01680,Medicine,PharmEasy,PharmEasy,110.01,110.01,21.4,No,No,Yes,Yes,38.98,5,2026-03-26 04:15:03
