ride_id,platform,pickup_location,destination,distance_km,estimated_duration_min,vehicle_type,fare_price,base_fare,surge_multiplier,estimated_arrival_min,driver_rating,available_coupon,coupon_discount,cashback,demand_level,weather_condition,traffic_level,day_of_week,hour_of_day,festival_indicator,timestamp
RIDE008896,Uber,Himayatnagar,Madinaguda,23.55,45,Sedan,787.42,77.52,1.77,4,4.7,0,0.0,15.35,Medium,Cloudy,Low,Wednesday,7,1,2026-03-04 07:59:32
RIDE008897,Uber,Nampally,Shamshabad Airport,23.65,110,Bike,417.63,21.68,1.92,10,4.3,1,114.8,0.0,High,Rain,High,Friday,18,0,2026-06-12 18:59:23
RIDE008898,Ola,LB Nagar,Himayatnagar,14.38,39,Sedan,654.84,77.85,2.02,9,4.3,0,0.0,0.0,High,Rain,Medium,Thursday,17,0,2026-06-11 17:59:53
RIDE008899,Ola,Kukatpally,Alwal,14.12,65,Bike,237.26,16.97,1.88,10,4.8,1,81.25,0.0,High,Rain,High,Friday,10,0,2026-05-29 10:44:50
RIDE008900,Ola,Jubilee Hills,LB Nagar,23.06,108,Bike,252.34,17.99,1.25,4,4.3,0,0.0,0.0,Medium,Cloudy,High,Thursday,10,0,2026-06-11 10:26:35
RIDE008901,Ola,Miyapur,KPHB Colony,3.11,12,Auto,151.81,31.24,1.92,11,4.6,1,18.9,22.31,High,Rain,Medium,Tuesday,8,0,2026-05-12 08:30:32
RIDE008902,Rapido,Nagole,Chandanagar,34.2,62,Auto,588.05,23.95,1.31,6,4.0,0,0.0,30.96,Medium,Cloudy,Low,Sunday,18,0,2026-02-15 18:06:18
RIDE008903,Uber,BHEL Township,Mehdipatnam,25.44,67,Mini,715.3,48.32,1.69,4,4.8,1,81.71,0.0,Medium,Rain,Medium,Saturday,11,0,2026-04-04 11:44:32
RIDE008904,Ola,Jubilee Hills,Moosapet,5.91,14,Mini,128.7,53.57,1.0,1,4.3,0,0.0,0.0,Low,Sunny,Low,Monday,5,0,2026-07-20 05:26:39
RIDE008905,Uber,Yousufguda,Bowenpally,9.53,27,Auto,294.89,33.28,1.64,5,4.8,0,0.0,40.49,Medium,Rain,Medium,Friday,0,0,2026-05-08 00:02:45
RIDE008906,Ola,Bowenpally,Kapra,9.73,18,Auto,185.47,27.41,1.1,5,4.2,0,0.0,0.0,Low,Cloudy,Low,Tuesday,1,0,2026-03-10 01:07:05
RIDE008907,Rapido,Manikonda,Toli Chowki,5.24,16,Auto,127.34,22.31,1.27,5,4.7,0,0.0,0.0,Medium,Sunny,Medium,Saturday,13,0,2026-06-20 13:49:25
RIDE008908,Uber,Sainikpuri,LB Nagar,23.32,42,Sedan,593.93,71.91,1.23,9,4.1,1,116.45,0.0,Medium,Sunny,Low,Saturday,10,0,2026-04-11 10:08:42
RIDE008909,Uber,Gachibowli,Attapur,13.39,60,Bike,159.92,21.19,1.2,8,4.8,1,49.75,0.0,Medium,Sunny,High,Friday,17,0,2026-07-10 17:24:03
RIDE008910,Uber,Kapra,ECIL,3.28,6,Sedan,190.26,89.81,1.35,6,4.6,0,0.0,0.0,Medium,Cloudy,Low,Sunday,19,0,2026-07-19 19:38:47
RIDE008911,Uber,Madinaguda,Uppal,33.33,89,Auto,542.83,34.82,1.0,2,4.6,0,0.0,0.0,Low,Cloudy,Medium,Saturday,12,0,2026-04-11 12:43:52
RIDE008912,Ola,Rajendranagar,Nanakramguda,18.89,89,Mini,544.67,44.02,1.72,12,4.5,0,0.0,0.0,High,Cloudy,High,Friday,17,0,2026-05-22 17:33:39
RIDE008913,Rapido,Jubilee Hills,Madhapur,3.26,7,Bike,35.43,15.72,1.01,1,4.8,0,0.0,12.58,Low,Sunny,Low,Sunday,14,0,2026-03-15 14:36:43
RIDE008914,Uber,Shankarpally,Nampally,45.95,129,Sedan,1508.69,87.67,1.62,2,4.4,1,116.29,0.0,Medium,Rain,Medium,Saturday,13,0,2026-04-25 13:44:30
RIDE008915,Uber,Miyapur,Hitech City,7.85,24,Auto,216.34,34.76,1.37,3,4.4,0,0.0,0.0,Medium,Sunny,Medium,Wednesday,10,0,2026-07-08 10:35:55
RIDE008916,Ola,Gandipet,Himayatnagar,27.51,53,Mini,382.44,45.65,1.09,1,5.0,0,0.0,0.0,Low,Sunny,Low,Wednesday,13,0,2026-02-11 13:50:35
RIDE008917,Ola,Kukatpally,Chandanagar,9.88,21,Bike,92.54,18.93,1.1,1,4.7,1,29.97,0.0,Low,Cloudy,Low,Tuesday,1,0,2026-02-10 01:33:15
RIDE008918,Rapido,Nagole,Tolichowki,24.14,45,Bike,175.29,12.99,1.33,9,4.3,0,0.0,0.0,Medium,Sunny,Low,Thursday,17,0,2026-05-21 17:28:03
RIDE008919,Uber,Alwal,Gachibowli,25.0,69,Auto,581.59,25.59,1.38,7,4.6,0,0.0,0.0,Medium,Sunny,Medium,Saturday,17,0,2026-05-16 17:17:10
RIDE008920,Ola,Tolichowki,Financial District,11.44,20,Mini,277.73,53.17,1.63,8,4.5,0,0.0,0.0,Medium,Rain,Low,Tuesday,6,0,2026-03-17 06:18:22
RIDE008921,Rapido,Yousufguda,Rajendranagar,14.97,40,Bike,144.64,15.35,1.38,10,4.7,1,11.8,0.0,Medium,Cloudy,Medium,Thursday,10,0,2026-03-12 10:45:29
RIDE008922,Rapido,Moosapet,Panjagutta,6.38,14,Auto,150.49,21.84,1.34,5,4.6,0,0.0,0.0,Medium,Sunny,Medium,Friday,17,0,2026-07-10 17:28:09
RIDE008923,Uber,Ameerpet,Koti,10.33,45,Sedan,549.14,86.27,1.87,9,4.2,0,0.0,0.0,High,Rain,High,Friday,20,0,2026-07-31 20:32:38
RIDE008924,Uber,Yousufguda,Panjagutta,3.64,6,Mini,108.11,48.88,1.11,1,4.4,0,0.0,12.16,Low,Sunny,Low,Wednesday,6,0,2026-04-15 06:58:47
RIDE008925,Uber,Rajendranagar,Abids,13.34,28,Auto,437.02,30.47,1.94,9,4.7,0,0.0,0.0,High,Rain,Low,Saturday,8,0,2026-06-06 08:57:04
RIDE008926,Uber,Gachibowli,Vanasthalipuram,38.83,73,Auto,1003.45,28.34,1.77,6,4.4,1,69.12,0.0,Medium,Sunny,Low,Wednesday,14,1,2026-03-25 14:39:01
RIDE008927,Uber,Abids,Charminar,3.91,11,Bike,86.75,19.1,1.72,10,4.4,0,0.0,0.0,High,Sunny,Medium,Sunday,19,0,2026-02-08 19:45:55
RIDE008928,Ola,Shamirpet,Begumpet,25.09,68,Mini,479.49,40.75,1.26,8,4.8,0,0.0,0.0,Medium,Sunny,Medium,Friday,18,0,2026-05-08 18:05:12
RIDE008929,Rapido,Alwal,Kondapur,22.68,42,Auto,378.7,20.81,1.27,5,4.9,0,0.0,0.0,Medium,Sunny,Low,Sunday,20,0,2026-05-24 20:52:28
RIDE008930,Ola,Panjagutta,Toli Chowki,7.87,34,Bike,90.22,17.62,1.29,8,4.6,0,0.0,0.0,Medium,Sunny,High,Friday,8,0,2026-02-06 08:52:29
RIDE008931,Ola,Hitech City,Alwal,18.69,50,Sedan,443.67,71.12,1.08,3,4.3,0,0.0,0.0,Low,Cloudy,Medium,Sunday,22,0,2026-02-01 22:57:00
RIDE008932,Uber,Alwal,Somajiguda,14.46,27,Bike,138.75,15.76,1.13,4,4.6,0,0.0,0.0,Low,Sunny,Low,Sunday,11,0,2026-03-08 11:31:10
RIDE008933,Ola,Nagole,Charminar,12.02,36,Bike,210.08,17.71,1.99,9,4.8,0,0.0,0.0,High,Rain,Medium,Saturday,9,0,2026-02-21 09:21:41
RIDE008934,Ola,Kompally,Chandanagar,22.87,64,Auto,416.16,28.08,1.2,6,4.7,0,0.0,0.0,Medium,Sunny,Medium,Sunday,18,0,2026-03-22 18:18:27
RIDE008935,Uber,Nagole,Ameerpet,21.08,40,Bike,185.31,18.25,1.32,7,4.5,0,0.0,0.0,Medium,Cloudy,Low,Saturday,8,0,2026-03-14 08:52:45
RIDE008936,Rapido,Shankarpally,Somajiguda,41.72,118,Auto,691.33,23.63,1.12,6,4.3,0,0.0,36.93,Low,Sunny,Medium,Sunday,16,0,2026-02-08 16:03:23
RIDE008937,Ola,Gachibowli,BHEL Township,12.86,23,Sedan,380.36,70.86,1.38,8,4.6,0,0.0,0.0,Medium,Sunny,Low,Sunday,19,0,2026-02-15 19:40:26
RIDE008938,Uber,Nampally,Madhapur,13.49,37,Mini,444.05,51.35,1.92,8,4.7,0,0.0,0.0,High,Rain,Medium,Friday,21,0,2026-02-20 21:09:21
RIDE008939,Ola,Rajendranagar,Punjagutta,17.62,45,Mini,506.06,50.63,1.93,10,4.7,1,93.6,0.0,High,Rain,Medium,Monday,18,0,2026-06-08 18:07:07
RIDE008940,Uber,Tolichowki,Ameerpet,7.81,15,Mini,195.5,45.83,1.25,8,5.0,0,0.0,34.71,Medium,Cloudy,Low,Saturday,10,0,2026-02-21 10:19:08
RIDE008941,Uber,KPHB Colony,Kondapur,5.71,17,Mini,159.46,49.13,1.2,8,4.8,0,0.0,0.0,Medium,Sunny,Medium,Monday,18,0,2026-03-16 18:44:06
RIDE008942,Rapido,Attapur,Begumpet,12.04,30,Bike,102.95,13.02,1.37,5,4.8,0,0.0,0.0,Medium,Sunny,Medium,Friday,20,0,2026-06-12 20:01:07
RIDE008943,Rapido,Hitech City,Charminar,18.37,36,Bike,117.44,14.3,1.08,1,3.7,0,0.0,0.0,Low,Cloudy,Low,Sunday,6,0,2026-04-19 06:47:05
RIDE008944,Uber,Nanakramguda,Hitech City,8.7,39,Mini,237.7,52.14,1.21,6,4.6,0,0.0,0.0,Medium,Sunny,High,Monday,21,0,2026-04-13 21:00:14
RIDE008945,Uber,Ameerpet,ECIL,17.33,46,Sedan,522.83,82.42,1.39,6,4.1,0,0.0,0.0,Medium,Sunny,Medium,Tuesday,20,0,2026-07-07 20:13:28
RIDE008946,Rapido,Panjagutta,Nanakramguda,16.51,32,Auto,296.25,21.81,1.27,6,4.2,0,0.0,0.0,Medium,Sunny,Low,Sunday,18,0,2026-02-08 18:13:58
RIDE008947,Ola,Nampally,Gandipet,21.84,102,Auto,653.25,29.47,1.59,9,4.3,0,0.0,19.65,High,Sunny,High,Monday,21,0,2026-03-30 21:58:55
RIDE008948,Rapido,BHEL Township,Madinaguda,5.92,19,Bike,53.65,16.94,1.0,2,4.4,0,0.0,27.19,Low,Sunny,Medium,Sunday,14,0,2026-07-19 14:32:26
RIDE008949,Ola,Uppal,Miyapur,30.22,139,Auto,859.93,34.14,1.63,8,4.7,0,0.0,0.0,High,Sunny,High,Wednesday,10,0,2026-06-24 10:14:32
RIDE008950,Uber,Kompally,Nagole,25.84,71,Sedan,991.47,84.5,1.65,10,4.1,0,0.0,20.47,High,Sunny,Medium,Monday,21,0,2026-06-22 21:19:12
RIDE008951,Uber,Bowenpally,Attapur,15.66,29,Bike,134.71,20.03,1.23,10,4.7,0,0.0,0.0,Medium,Sunny,Low,Sunday,18,0,2026-02-08 18:44:15
RIDE008952,Uber,Abids,Manikonda,13.13,59,Bike,223.41,18.73,1.72,9,4.4,1,77.59,0.0,High,Sunny,High,Tuesday,21,0,2026-04-28 21:16:54
RIDE008953,Ola,Rajendranagar,Punjagutta,18.29,87,Mini,646.74,54.99,1.95,4,4.1,1,83.24,0.0,High,Rain,High,Tuesday,19,0,2026-02-03 19:23:42
RIDE008954,Ola,Madinaguda,Manikonda,12.94,58,Auto,304.53,26.73,1.33,7,4.7,0,0.0,43.3,Medium,Sunny,High,Tuesday,20,0,2026-06-23 20:33:45
RIDE008955,Uber,Tolichowki,Charminar,12.37,56,Bike,224.93,15.54,1.99,9,4.8,1,74.24,0.0,High,Sunny,High,Wednesday,21,1,2026-03-25 21:52:35
RIDE008956,Uber,Yousufguda,Kukatpally,9.49,27,Auto,211.11,30.97,1.22,6,4.5,1,52.26,0.0,Medium,Sunny,Medium,Saturday,20,0,2026-05-02 20:44:51
RIDE008957,Ola,Nagole,Banjara Hills,17.57,33,Auto,307.09,25.26,1.09,4,4.4,1,97.38,0.0,Low,Sunny,Low,Wednesday,11,0,2026-05-27 11:20:43
RIDE008958,Ola,Madhapur,Hitech City,1.0,3,Bike,35.99,18.76,1.39,13,4.7,0,0.0,0.0,Medium,Sunny,Low,Saturday,19,0,2026-03-21 19:17:57
RIDE008959,Uber,Ameerpet,ECIL,18.42,86,Auto,458.11,29.13,1.36,6,4.6,0,0.0,0.0,Medium,Sunny,High,Tuesday,20,0,2026-06-09 20:08:08
RIDE008960,Ola,Jubilee Hills,Nanakramguda,10.46,24,Mini,187.46,45.54,1.1,4,4.4,1,43.39,0.0,Low,Sunny,Medium,Tuesday,0,0,2026-06-09 00:16:44
RIDE008961,Rapido,Balanagar,Attapur,14.55,37,Auto,280.29,23.55,1.29,7,4.4,1,14.57,0.0,Medium,Sunny,Medium,Wednesday,11,0,2026-03-18 11:12:27
RIDE008962,Ola,Kompally,Yousufguda,18.68,85,Bike,264.4,16.83,1.7,14,4.6,0,0.0,0.0,High,Sunny,High,Thursday,9,0,2026-05-21 09:53:43
RIDE008963,Ola,Nampally,Kondapur,17.41,81,Bike,239.2,17.77,1.61,13,4.6,0,0.0,0.0,High,Cloudy,High,Wednesday,9,0,2026-07-22 09:30:43
RIDE008964,Ola,Financial District,Madinaguda,11.47,24,Auto,245.01,30.85,1.27,5,5.0,0,0.0,0.0,Medium,Sunny,Low,Saturday,21,0,2026-03-14 21:58:43
RIDE008965,Ola,Mehdipatnam,Madhapur,10.1,20,Sedan,310.4,65.93,1.37,8,4.6,1,87.85,0.0,Medium,Sunny,Low,Sunday,10,0,2026-03-22 10:35:12
RIDE008966,Ola,Nanakramguda,Shankarpally,25.87,51,Bike,164.0,16.57,1.0,3,5.0,0,0.0,0.0,Low,Sunny,Low,Saturday,11,0,2026-06-20 11:41:45
RIDE008967,Rapido,Himayatnagar,Kapra,12.56,23,Bike,110.89,12.13,1.27,5,5.0,0,0.0,0.0,Medium,Sunny,Low,Tuesday,18,0,2026-07-07 18:10:20
RIDE008968,Rapido,Kukatpally,Nagole,26.86,73,Bike,152.2,12.29,1.0,2,4.4,0,0.0,0.0,Low,Sunny,Medium,Wednesday,13,0,2026-05-20 13:28:53
RIDE008969,Rapido,Gandipet,Toli Chowki,14.33,69,Auto,235.77,28.18,1.0,1,4.5,0,0.0,15.05,Low,Sunny,High,Thursday,14,0,2026-04-09 14:21:43
RIDE008970,Uber,Financial District,Somajiguda,18.6,31,Auto,350.43,26.6,1.22,6,4.3,0,0.0,0.0,Medium,Sunny,Low,Saturday,18,0,2026-05-02 18:59:34
RIDE008971,Uber,Kukatpally,Shankarpally,38.29,106,Sedan,857.3,80.75,1.0,4,4.3,1,81.91,0.0,Low,Sunny,Medium,Tuesday,11,0,2026-02-03 11:32:33
RIDE008972,Rapido,Sainikpuri,Charminar,23.47,108,Bike,305.12,17.71,1.63,12,4.8,0,0.0,0.0,High,Sunny,High,Thursday,9,0,2026-06-11 09:42:02
RIDE008973,Uber,Vanasthalipuram,Banjara Hills,22.8,41,Sedan,681.86,75.04,1.62,2,4.3,0,0.0,7.43,Medium,Rain,Low,Thursday,7,0,2026-07-23 07:41:04
RIDE008974,Uber,Madinaguda,Kukatpally,7.94,21,Mini,362.47,58.3,2.1,11,4.4,1,70.86,0.0,High,Sunny,Medium,Friday,6,1,2026-06-05 06:32:09
RIDE008975,Ola,Tolichowki,Balanagar,11.41,56,Auto,475.37,34.14,2.05,8,4.4,1,91.55,0.0,High,Rain,High,Thursday,21,0,2026-04-16 21:21:11
RIDE008976,Uber,Kapra,Bowenpally,10.19,45,Bike,181.98,16.2,1.89,9,4.8,0,0.0,0.0,High,Rain,High,Thursday,9,0,2026-06-25 09:44:45
RIDE008977,Uber,Toli Chowki,Begumpet,9.7,44,Sedan,404.85,87.86,1.32,5,4.6,0,0.0,28.86,Medium,Cloudy,High,Monday,10,0,2026-03-23 10:11:30
RIDE008978,Rapido,Malakpet,Somajiguda,8.36,18,Auto,226.99,29.72,1.68,6,4.6,0,0.0,0.0,Medium,Rain,Low,Saturday,14,0,2026-04-25 14:43:06
RIDE008979,Ola,Kondapur,Panjagutta,15.37,30,Bike,124.12,15.51,1.12,3,4.8,0,0.0,0.0,Low,Cloudy,Low,Tuesday,6,0,2026-07-28 06:46:18
RIDE008980,Uber,Malakpet,Jubilee Hills,16.87,33,Sedan,382.81,84.73,1.0,5,4.4,0,0.0,0.0,Low,Sunny,Low,Thursday,1,0,2026-03-26 01:28:15
RIDE008981,Ola,KPHB Colony,Panjagutta,13.83,25,Bike,93.94,17.47,1.0,5,4.8,0,0.0,0.0,Low,Sunny,Low,Tuesday,12,0,2026-07-28 12:14:49
RIDE008982,Uber,LB Nagar,Kapra,19.29,36,Sedan,572.73,82.57,1.27,7,4.6,0,0.0,0.0,Medium,Sunny,Low,Saturday,8,0,2026-04-04 08:53:25
RIDE008983,Uber,Jubilee Hills,Koti,14.27,67,Auto,325.43,26.21,1.24,6,4.3,0,0.0,0.0,Medium,Sunny,High,Monday,8,0,2026-03-09 08:25:53
RIDE008984,Uber,Sainikpuri,Moosapet,17.71,33,Sedan,448.95,79.49,1.27,7,4.8,1,105.81,0.0,Medium,Sunny,Low,Sunday,8,0,2026-02-22 08:26:52
RIDE008985,Ola,KPHB Colony,Nampally,19.37,36,Sedan,381.35,71.29,1.04,2,4.7,0,0.0,10.75,Low,Cloudy,Low,Monday,13,0,2026-05-18 13:51:45
RIDE008986,Uber,ECIL,Koti,19.89,54,Mini,406.17,50.78,1.38,6,4.4,1,31.74,0.0,Medium,Cloudy,Medium,Monday,17,0,2026-02-23 17:55:44
RIDE008987,Rapido,Chandanagar,Jubilee Hills,14.09,28,Bike,84.83,12.48,1.12,2,4.6,0,0.0,0.0,Low,Sunny,Low,Tuesday,15,0,2026-05-12 15:41:57
RIDE008988,Uber,Madhapur,Somajiguda,10.64,20,Bike,92.58,16.77,1.21,4,4.3,0,0.0,0.0,Medium,Cloudy,Low,Tuesday,10,0,2026-06-02 10:21:18
RIDE008989,Uber,Begumpet,Alwal,9.54,42,Mini,238.36,58.88,1.2,5,4.4,1,75.26,0.0,Medium,Sunny,High,Monday,17,0,2026-02-23 17:42:30
RIDE008990,Uber,Yousufguda,Somajiguda,4.17,13,Bike,82.26,19.71,1.6,10,4.5,0,0.0,0.0,High,Sunny,Medium,Monday,19,0,2026-02-09 19:35:27
RIDE008991,Ola,Manikonda,KPHB Colony,14.32,40,Bike,174.5,17.61,1.39,5,4.3,0,0.0,0.0,Medium,Sunny,Medium,Friday,9,0,2026-04-10 09:41:00
RIDE008992,Rapido,Jubilee Hills,Kapra,22.26,43,Auto,425.4,21.69,1.27,5,4.4,0,0.0,0.0,Medium,Cloudy,Low,Friday,9,0,2026-07-03 09:04:13
RIDE008993,Uber,Himayatnagar,Koti,2.56,8,Mini,153.52,55.44,1.7,8,4.3,1,53.26,0.0,Medium,Rain,Low,Saturday,7,0,2026-07-04 07:03:48
RIDE008994,Uber,Koti,Alwal,17.5,31,Mini,271.31,46.32,1.0,2,4.1,0,0.0,59.94,Low,Sunny,Low,Monday,7,0,2026-06-08 07:42:56
RIDE008995,Ola,Nagole,BHEL Township,41.99,81,Sedan,1035.35,62.78,1.36,4,4.4,0,0.0,0.0,Medium,Sunny,Low,Saturday,18,0,2026-04-04 18:58:43
RIDE008996,Uber,Balanagar,Attapur,15.11,28,Sedan,446.53,81.93,1.24,8,4.2,1,69.18,0.0,Medium,Cloudy,Low,Saturday,8,0,2026-07-04 08:20:48
RIDE008997,Uber,Toli Chowki,Miyapur,16.31,77,Sedan,521.94,72.38,1.22,8,5.0,1,14.54,0.0,Medium,Sunny,High,Tuesday,5,0,2026-03-10 05:14:48
RIDE008998,Ola,Kondapur,Shamshabad Airport,35.33,93,Sedan,1302.41,79.76,1.9,9,4.7,0,0.0,0.0,High,Rain,Medium,Saturday,8,0,2026-02-28 08:29:32
RIDE008999,Ola,Hitech City,Nagole,28.4,131,Auto,620.47,34.18,1.24,7,4.6,1,37.09,0.0,Medium,Sunny,High,Thursday,9,0,2026-07-09 09:12:31
RIDE009000,Ola,Abids,Himayatnagar,1.82,3,Mini,98.97,40.77,1.54,3,4.0,1,33.88,0.0,Medium,Rain,Low,Friday,0,0,2026-03-13 00:08:43
RIDE009001,Ola,KPHB Colony,Madhapur,6.7,11,Mini,121.02,52.07,1.0,2,4.5,1,36.43,0.0,Low,Sunny,Low,Thursday,0,0,2026-07-09 00:20:10
RIDE009002,Uber,Madhapur,Punjagutta,9.9,20,Mini,205.78,48.03,1.11,2,4.3,0,0.0,0.0,Low,Sunny,Low,Saturday,7,0,2026-02-14 07:08:52
RIDE009003,Ola,Balanagar,Toli Chowki,10.99,32,Bike,97.31,16.13,1.08,1,4.6,1,27.15,38.84,Low,Cloudy,Medium,Sunday,14,0,2026-04-05 14:34:12
RIDE009004,Rapido,Shamshabad Airport,Madhapur,30.04,82,Bike,263.96,17.45,1.39,5,4.9,1,58.59,0.0,Medium,Sunny,Medium,Tuesday,10,0,2026-07-07 10:46:01
RIDE009005,Rapido,Alwal,Koti,20.21,53,Auto,650.03,26.32,2.01,9,4.5,1,33.7,0.0,High,Rain,Medium,Monday,17,0,2026-03-02 17:41:18
RIDE009006,Ola,Tolichowki,Alwal,21.97,44,Auto,397.9,29.43,1.21,6,4.5,0,0.0,0.0,Medium,Sunny,Low,Saturday,21,0,2026-04-11 21:53:44
RIDE009007,Uber,Uppal,Begumpet,15.15,72,Sedan,725.28,83.68,1.65,10,4.6,0,0.0,0.0,High,Sunny,High,Sunday,9,0,2026-06-21 09:31:18
RIDE009008,Ola,Abids,BHEL Township,28.5,76,Mini,374.69,48.32,1.0,5,4.6,1,117.75,0.0,Low,Cloudy,Medium,Thursday,16,0,2026-03-26 16:48:25
RIDE009009,Rapido,KPHB Colony,Jubilee Hills,9.3,19,Auto,188.16,26.1,1.26,9,4.6,1,61.6,0.0,Medium,Cloudy,Low,Saturday,21,0,2026-03-21 21:54:11
RIDE009010,Ola,Kondapur,Punjagutta,14.82,26,Bike,115.51,18.93,1.15,1,4.6,0,0.0,25.26,Low,Cloudy,Low,Monday,16,0,2026-04-27 16:45:55
RIDE009011,Rapido,Rajendranagar,Ameerpet,17.92,33,Bike,121.18,16.73,1.07,3,4.5,0,0.0,0.0,Low,Cloudy,Low,Sunday,14,0,2026-05-10 14:44:07
RIDE009012,Uber,Nanakramguda,LB Nagar,35.99,99,Mini,885.03,47.87,1.57,7,4.5,0,0.0,0.0,Medium,Rain,Medium,Monday,3,0,2026-03-09 03:47:59
RIDE009013,Rapido,Toli Chowki,Shankarpally,35.5,164,Bike,368.58,13.1,1.7,13,4.5,0,0.0,38.86,High,Sunny,High,Friday,9,0,2026-04-24 09:35:23
RIDE009014,Uber,Somajiguda,BHEL Township,24.18,46,Auto,392.69,33.74,1.03,2,4.0,0,0.0,0.0,Low,Sunny,Low,Saturday,0,0,2026-07-04 00:45:33
RIDE009015,Rapido,Nagole,Begumpet,15.58,72,Bike,163.79,13.44,1.55,11,4.5,0,0.0,0.0,High,Cloudy,High,Saturday,20,0,2026-04-25 20:34:27
RIDE009016,Ola,Gachibowli,Secunderabad,21.79,42,Sedan,516.96,64.79,1.15,1,4.4,1,48.43,0.0,Low,Sunny,Low,Tuesday,7,0,2026-03-10 07:49:55
RIDE009017,Rapido,Kapra,Madhapur,22.67,44,Bike,162.25,14.35,1.11,2,4.4,0,0.0,0.0,Low,Cloudy,Low,Wednesday,23,0,2026-04-15 23:20:57
RIDE009018,Rapido,Alwal,Vanasthalipuram,28.75,56,Auto,398.65,22.87,1.0,2,4.7,0,0.0,35.9,Low,Cloudy,Low,Tuesday,23,0,2026-07-28 23:17:42
RIDE009019,Uber,Tolichowki,Banjara Hills,3.9,12,Sedan,238.79,73.14,1.6,10,4.9,1,72.21,0.0,High,Sunny,Medium,Tuesday,8,0,2026-07-14 08:25:22
RIDE009020,Ola,Alwal,Gandipet,36.13,167,Bike,336.57,17.75,1.24,6,4.5,0,0.0,0.0,Medium,Sunny,High,Wednesday,17,0,2026-02-18 17:55:46
RIDE009021,Uber,Moosapet,Tolichowki,10.7,33,Mini,255.89,47.46,1.29,8,4.5,0,0.0,0.0,Medium,Sunny,Medium,Monday,8,0,2026-06-08 08:59:02
RIDE009022,Uber,Manikonda,Kondapur,8.24,37,Mini,260.79,55.02,1.36,4,4.4,0,0.0,0.0,Medium,Sunny,High,Friday,17,0,2026-04-17 17:44:26
RIDE009023,Ola,Himayatnagar,Yousufguda,8.27,40,Sedan,397.18,61.78,1.73,10,4.9,0,0.0,0.0,High,Sunny,High,Monday,10,0,2026-04-20 10:11:45
RIDE009024,Ola,Nampally,Malakpet,3.99,8,Sedan,180.91,77.52,1.29,6,4.4,1,55.6,0.0,Medium,Sunny,Low,Friday,10,0,2026-04-17 10:52:15
RIDE009025,Uber,Secunderabad,Hitech City,15.37,29,Bike,117.43,20.07,1.0,2,4.3,0,0.0,0.0,Low,Sunny,Low,Saturday,22,0,2026-03-21 22:37:22
RIDE009026,Rapido,Malakpet,Secunderabad,10.4,21,Auto,317.4,20.89,1.95,11,4.6,0,0.0,0.0,High,Rain,Low,Saturday,21,0,2026-05-16 21:59:27
RIDE009027,Uber,Somajiguda,Abids,5.19,26,Bike,104.79,15.37,1.72,10,5.0,0,0.0,0.0,High,Sunny,High,Wednesday,21,0,2026-02-18 21:04:02
RIDE009028,Ola,Gandipet,Panjagutta,21.56,102,Bike,182.16,18.61,1.0,5,4.4,0,0.0,0.0,Low,Sunny,High,Thursday,7,0,2026-04-23 07:31:48
RIDE009029,Uber,Nampally,Uppal,14.12,24,Bike,104.68,15.08,1.08,5,4.0,1,10.74,0.0,Low,Sunny,Low,Wednesday,7,0,2026-07-08 07:59:34
RIDE009030,Uber,Sainikpuri,Panjagutta,16.49,35,Bike,176.84,21.56,1.26,5,4.0,0,0.0,0.0,Medium,Sunny,Low,Saturday,17,0,2026-07-18 17:33:20
RIDE009031,Ola,Uppal,Malakpet,10.98,22,Sedan,276.81,81.67,1.0,2,4.8,1,34.58,0.0,Low,Sunny,Low,Monday,7,0,2026-04-20 07:01:27
RIDE009032,Uber,Somajiguda,Mehdipatnam,4.57,25,Sedan,224.53,68.2,1.26,6,5.0,0,0.0,0.0,Medium,Sunny,High,Thursday,11,0,2026-04-02 11:09:34
RIDE009033,Rapido,Alwal,Bowenpally,7.23,10,Bike,51.04,15.15,1.08,4,4.6,1,14.26,0.0,Low,Cloudy,Low,Thursday,23,0,2026-02-05 23:05:58
RIDE009034,Uber,Somajiguda,Vanasthalipuram,19.01,89,Bike,199.39,17.97,1.21,3,3.9,0,0.0,0.0,Medium,Sunny,High,Thursday,16,0,2026-03-12 16:21:03
RIDE009035,Ola,Moosapet,Madinaguda,12.18,33,Bike,104.95,15.41,1.06,4,4.1,0,0.0,15.19,Low,Sunny,Medium,Wednesday,13,0,2026-05-13 13:36:18
RIDE009036,Uber,Nanakramguda,Chandanagar,10.33,21,Sedan,273.48,73.35,1.0,3,5.0,1,29.96,0.0,Low,Sunny,Low,Saturday,7,0,2026-04-25 07:05:11
RIDE009037,Uber,Chandanagar,Abids,25.44,116,Mini,771.7,46.98,1.63,9,4.4,1,25.21,0.0,High,Sunny,High,Friday,19,0,2026-04-10 19:10:23
RIDE009038,Ola,ECIL,Begumpet,16.72,78,Auto,378.34,31.62,1.23,5,4.7,0,0.0,0.0,Medium,Sunny,High,Friday,10,0,2026-03-20 10:26:03
RIDE009039,Uber,ECIL,Manikonda,31.65,87,Bike,272.72,18.76,1.25,6,4.6,1,54.03,0.0,Medium,Cloudy,Medium,Tuesday,21,0,2026-05-05 21:24:15
